Problem ID,Problem Name,Submission ID,Rubric ID,Sub Rubric ID (Approach),AI Total Marks,AI Max Marks,AI Normalized (Out of 10),Human Raw Score,Human Normalized (Out of 10),Total Rubric Steps
P03,Maximum_Subarray_Sum,compilation_error.java,Type_5_Error_10,Solution 3,0,0,0.0,3/4,7.5,0
P03,Maximum_Subarray_Sum,compilation_error.java,Type_6_Error_30,Solution 3,1,4,2.5,3/4,7.5,4
P03,Maximum_Subarray_Sum,compilation_error.java,Type_7_Agnostic_Simple,Solution 1,3,10,3.0,3/4,7.5,2
P03,Maximum_Subarray_Sum,correct_1.java,Type_1_Original,Solution 3,4,0,0.0,4/4,10.0,0
P03,Maximum_Subarray_Sum,correct_1.java,Type_2_Agnostic,Solution 1,9,10,9.0,4/4,10.0,5
P03,Maximum_Subarray_Sum,correct_1.java,Type_3_Degraded_10,Solution 3,4,0,0.0,4/4,10.0,0
P03,Maximum_Subarray_Sum,correct_1.java,Type_4_Degraded_30,Solution 3,4,0,0.0,4/4,10.0,0
P03,Maximum_Subarray_Sum,correct_1.java,Type_5_Error_10,Solution 3,4,0,0.0,4/4,10.0,0
P03,Maximum_Subarray_Sum,correct_1.java,Type_6_Error_30,Solution 3,0,4,0.0,4/4,10.0,4
P03,Maximum_Subarray_Sum,correct_1.java,Type_7_Agnostic_Simple,Solution 1,10,10,10.0,4/4,10.0,2
P03,Maximum_Subarray_Sum,correct_2.java,Type_1_Original,Solution 3,3,0,0.0,4/4,10.0,0
P03,Maximum_Subarray_Sum,correct_2.java,Type_2_Agnostic,Solution 1,7,10,7.0,4/4,10.0,5
P03,Maximum_Subarray_Sum,correct_2.java,Type_3_Degraded_10,Solution 3,3,0,0.0,4/4,10.0,0
P03,Maximum_Subarray_Sum,correct_2.java,Type_4_Degraded_30,Solution 3,3,0,0.0,4/4,10.0,0
P03,Maximum_Subarray_Sum,correct_2.java,Type_5_Error_10,Solution 3,3,0,0.0,4/4,10.0,0
P03,Maximum_Subarray_Sum,correct_2.java,Type_6_Error_30,Solution 3,0,4,0.0,4/4,10.0,4
P03,Maximum_Subarray_Sum,correct_2.java,Type_7_Agnostic_Simple,Solution 1,8,10,8.0,4/4,10.0,2
P03,Maximum_Subarray_Sum,correct_3.java,Type_1_Original,Solution 3,4,0,0.0,4/4,10.0,0
P03,Maximum_Subarray_Sum,correct_3.java,Type_2_Agnostic,Solution 1,9,10,9.0,4/4,10.0,5
P03,Maximum_Subarray_Sum,correct_3.java,Type_3_Degraded_10,Solution 3,4,0,0.0,4/4,10.0,0
P03,Maximum_Subarray_Sum,correct_3.java,Type_4_Degraded_30,Solution 3,4,0,0.0,4/4,10.0,0
P03,Maximum_Subarray_Sum,correct_3.java,Type_5_Error_10,Solution 3,4,0,0.0,4/4,10.0,0
P03,Maximum_Subarray_Sum,correct_3.java,Type_6_Error_30,Solution 3,0,4,0.0,4/4,10.0,4
P03,Maximum_Subarray_Sum,correct_3.java,Type_7_Agnostic_Simple,Solution 1,10,10,10.0,4/4,10.0,2
P03,Maximum_Subarray_Sum,TLE.java,Type_1_Original,Solution 1,4,4,10.0,4/4,10.0,4
P03,Maximum_Subarray_Sum,TLE.java,Type_2_Agnostic,Brute Force O(n^2),6,10,6.0,4/4,10.0,5
P03,Maximum_Subarray_Sum,TLE.java,Type_3_Degraded_10,Solution 1,2,3,6.67,4/4,10.0,3
P03,Maximum_Subarray_Sum,TLE.java,Type_4_Degraded_30,Solution 1,2,2,10.0,4/4,10.0,2
P03,Maximum_Subarray_Sum,TLE.java,Type_5_Error_10,Solution 1,3,4,7.5,4/4,10.0,4
P03,Maximum_Subarray_Sum,TLE.java,Type_6_Error_30,Solution 1,0,4,0.0,4/4,10.0,4
P03,Maximum_Subarray_Sum,TLE.java,Type_7_Agnostic_Simple,Solution 1,5,10,5.0,4/4,10.0,2
P03,Maximum_Subarray_Sum,wrong.java,Type_1_Original,Solution 3,3,0,0.0,3/4,7.5,0
P03,Maximum_Subarray_Sum,wrong.java,Type_2_Agnostic,Solution 1,7,10,7.0,3/4,7.5,5
P03,Maximum_Subarray_Sum,wrong.java,Type_3_Degraded_10,Solution 3,3,0,0.0,3/4,7.5,0
P03,Maximum_Subarray_Sum,wrong.java,Type_4_Degraded_30,Solution 3,2,0,0.0,3/4,7.5,0
P03,Maximum_Subarray_Sum,wrong.java,Type_5_Error_10,Solution 3,3,0,0.0,3/4,7.5,0
P03,Maximum_Subarray_Sum,wrong.java,Type_6_Error_30,Solution 3,0,4,0.0,3/4,7.5,4
P03,Maximum_Subarray_Sum,wrong.java,Type_7_Agnostic_Simple,Solution 1,7,10,7.0,3/4,7.5,2
P04,Trapping_Rain_Water,compilation_error.java,Type_1_Original,Solution 1,10,8,10.0,10/10,10.0,7
P04,Trapping_Rain_Water,compilation_error.java,Type_2_Agnostic,Solution 1,9,10,9.0,10/10,10.0,5
P04,Trapping_Rain_Water,compilation_error.java,Type_3_Degraded_10,Solution 1,8,7,10.0,10/10,10.0,6
P04,Trapping_Rain_Water,compilation_error.java,Type_4_Degraded_30,Solution 1,6,5,10.0,10/10,10.0,5
P04,Trapping_Rain_Water,compilation_error.java,Type_5_Error_10,Solution 1,8,8,10.0,10/10,10.0,7
P04,Trapping_Rain_Water,compilation_error.java,Type_6_Error_30,Solution 1,6,10,6.0,10/10,10.0,9
P04,Trapping_Rain_Water,compilation_error.java,Type_7_Agnostic_Simple,Solution 1,10,10,10.0,10/10,10.0,2
P04,Trapping_Rain_Water,correct_1.java,Type_1_Original,Solution 1,10,8,10.0,9/10,9.0,7
P04,Trapping_Rain_Water,correct_1.java,Type_2_Agnostic,Solution 1,9,10,9.0,9/10,9.0,5
P04,Trapping_Rain_Water,correct_1.java,Type_3_Degraded_10,Solution 1,8,7,10.0,9/10,9.0,6
P04,Trapping_Rain_Water,correct_1.java,Type_4_Degraded_30,Solution 1,5,5,10.0,9/10,9.0,5
P04,Trapping_Rain_Water,correct_1.java,Type_5_Error_10,Solution 1,10,8,10.0,9/10,9.0,7
P04,Trapping_Rain_Water,correct_1.java,Type_6_Error_30,Solution 1,6,10,6.0,9/10,9.0,9
P04,Trapping_Rain_Water,correct_1.java,Type_7_Agnostic_Simple,Solution 1,10,10,10.0,9/10,9.0,2
P04,Trapping_Rain_Water,correct_2.java,Type_1_Original,Solution 1,8,8,10.0,8/10,8.0,7
P04,Trapping_Rain_Water,correct_2.java,Type_2_Agnostic,Solution 1,8,10,8.0,8/10,8.0,5
P04,Trapping_Rain_Water,correct_2.java,Type_3_Degraded_10,Solution 1,0,7,0.0,8/10,8.0,6
P04,Trapping_Rain_Water,correct_2.java,Type_4_Degraded_30,Solution 2,0,6,0.0,8/10,8.0,6
P04,Trapping_Rain_Water,correct_2.java,Type_5_Error_10,Solution 1,5,8,6.25,8/10,8.0,7
P04,Trapping_Rain_Water,correct_2.java,Type_6_Error_30,Solution 1,0,10,0.0,8/10,8.0,9
P04,Trapping_Rain_Water,correct_2.java,Type_7_Agnostic_Simple,Solution 1,10,10,10.0,8/10,8.0,2
P04,Trapping_Rain_Water,correct_3.java,Type_1_Original,Solution 1,5,8,6.25,7/10,7.0,7
P04,Trapping_Rain_Water,correct_3.java,Type_2_Agnostic,Solution 1,8,10,8.0,7/10,7.0,5
P04,Trapping_Rain_Water,correct_3.java,Type_3_Degraded_10,Solution 1,0,7,0.0,7/10,7.0,6
P04,Trapping_Rain_Water,correct_3.java,Type_4_Degraded_30,Solution 1,3,5,6.0,7/10,7.0,5
P04,Trapping_Rain_Water,correct_3.java,Type_5_Error_10,Solution 1,8,8,10.0,7/10,7.0,7
P04,Trapping_Rain_Water,correct_3.java,Type_6_Error_30,Solution 1,0,10,0.0,7/10,7.0,9
P04,Trapping_Rain_Water,correct_3.java,Type_7_Agnostic_Simple,Solution 1,10,10,10.0,7/10,7.0,2
P04,Trapping_Rain_Water,TLE.java,Type_1_Original,Solution 1,8,8,10.0,8/10,8.0,7
P04,Trapping_Rain_Water,TLE.java,Type_2_Agnostic,Solution 1,8,10,8.0,8/10,8.0,5
P04,Trapping_Rain_Water,TLE.java,Type_3_Degraded_10,Solution 1,7,7,10.0,8/10,8.0,6
P04,Trapping_Rain_Water,TLE.java,Type_4_Degraded_30,Solution 1,6,5,10.0,8/10,8.0,5
P04,Trapping_Rain_Water,TLE.java,Type_5_Error_10,Solution 1,8,8,10.0,8/10,8.0,7
P04,Trapping_Rain_Water,TLE.java,Type_6_Error_30,Solution 1,6,10,6.0,8/10,8.0,9
P04,Trapping_Rain_Water,TLE.java,Type_7_Agnostic_Simple,Solution 1,8,10,8.0,8/10,8.0,2
P04,Trapping_Rain_Water,wrong.java,Type_1_Original,Solution 2,4,9,4.44,5/10,5.0,9
P04,Trapping_Rain_Water,wrong.java,Type_2_Agnostic,Two-pointer approach (incorrect implementation),4,10,4.0,5/10,5.0,5
P04,Trapping_Rain_Water,wrong.java,Type_3_Degraded_10,Solution 2,4,8,5.0,5/10,5.0,8
P04,Trapping_Rain_Water,wrong.java,Type_4_Degraded_30,Solution 2,3,6,5.0,5/10,5.0,6
P04,Trapping_Rain_Water,wrong.java,Type_5_Error_10,Solution 2,2,9,2.22,5/10,5.0,9
P04,Trapping_Rain_Water,wrong.java,Type_6_Error_30,Solution 2,3,9,3.33,5/10,5.0,9
P04,Trapping_Rain_Water,wrong.java,Type_7_Agnostic_Simple,Solution 1,4,10,4.0,5/10,5.0,2
P05,First_1_in_a_Sorted_Binary_Array,compilation_error.java,Type_1_Original,Solution 1,2,7,2.86,2/7,2.86,5
P05,First_1_in_a_Sorted_Binary_Array,compilation_error.java,Type_2_Agnostic,Solution 1,4,10,4.0,2/7,2.86,5
P05,First_1_in_a_Sorted_Binary_Array,compilation_error.java,Type_3_Degraded_10,Solution 3,3,4,7.5,2/7,2.86,4
P05,First_1_in_a_Sorted_Binary_Array,compilation_error.java,Type_4_Degraded_30,Solution 3,2,3,6.67,2/7,2.86,3
P05,First_1_in_a_Sorted_Binary_Array,compilation_error.java,Type_5_Error_10,Solution 1,2,7,2.86,2/7,2.86,5
P05,First_1_in_a_Sorted_Binary_Array,compilation_error.java,Type_6_Error_30,Solution 1,3,7,4.29,2/7,2.86,5
P05,First_1_in_a_Sorted_Binary_Array,compilation_error.java,Type_7_Agnostic_Simple,Solution 1,2,10,2.0,2/7,2.86,2
P05,First_1_in_a_Sorted_Binary_Array,correct_1.java,Type_1_Original,Solution 2,5,5,10.0,5/5,10.0,3
P05,First_1_in_a_Sorted_Binary_Array,correct_1.java,Type_2_Agnostic,Linear Scan with Early Exit,7,10,7.0,5/5,10.0,5
P05,First_1_in_a_Sorted_Binary_Array,correct_1.java,Type_3_Degraded_10,Solution 2,5,5,10.0,5/5,10.0,3
P05,First_1_in_a_Sorted_Binary_Array,correct_1.java,Type_4_Degraded_30,Solution 2,3,3,10.0,5/5,10.0,2
P05,First_1_in_a_Sorted_Binary_Array,correct_1.java,Type_5_Error_10,Solution 2,3,5,6.0,5/5,10.0,3
P05,First_1_in_a_Sorted_Binary_Array,correct_1.java,Type_6_Error_30,Solution 2,1,5,2.0,5/5,10.0,3
P05,First_1_in_a_Sorted_Binary_Array,correct_1.java,Type_7_Agnostic_Simple,Solution 1,6,10,6.0,5/5,10.0,2
P05,First_1_in_a_Sorted_Binary_Array,correct_2.java,Type_1_Original,Solution 3,5,5,10.0,5/5,10.0,5
P05,First_1_in_a_Sorted_Binary_Array,correct_2.java,Type_2_Agnostic,Binary Search Solution,8,10,8.0,5/5,10.0,5
P05,First_1_in_a_Sorted_Binary_Array,correct_2.java,Type_3_Degraded_10,Solution 3,4,4,10.0,5/5,10.0,4
P05,First_1_in_a_Sorted_Binary_Array,correct_2.java,Type_4_Degraded_30,Solution 3,3,3,10.0,5/5,10.0,3
P05,First_1_in_a_Sorted_Binary_Array,correct_2.java,Type_5_Error_10,Solution 3,5,5,10.0,5/5,10.0,5
P05,First_1_in_a_Sorted_Binary_Array,correct_2.java,Type_6_Error_30,Solution 1,4,7,5.71,5/5,10.0,5
P05,First_1_in_a_Sorted_Binary_Array,correct_2.java,Type_7_Agnostic_Simple,Binary Search Solution,6,10,6.0,5/5,10.0,2
P05,First_1_in_a_Sorted_Binary_Array,correct_3.java,Type_1_Original,Solution 2,5,5,10.0,5/5,10.0,3
P05,First_1_in_a_Sorted_Binary_Array,correct_3.java,Type_2_Agnostic,Linear Scan Solution,7,10,7.0,5/5,10.0,5
P05,First_1_in_a_Sorted_Binary_Array,correct_3.java,Type_3_Degraded_10,Solution 2,5,5,10.0,5/5,10.0,3
P05,First_1_in_a_Sorted_Binary_Array,correct_3.java,Type_4_Degraded_30,Solution 2,3,3,10.0,5/5,10.0,2
P05,First_1_in_a_Sorted_Binary_Array,correct_3.java,Type_5_Error_10,Solution 2,4,5,8.0,5/5,10.0,3
P05,First_1_in_a_Sorted_Binary_Array,correct_3.java,Type_6_Error_30,Solution 2,1,5,2.0,5/5,10.0,3
P05,First_1_in_a_Sorted_Binary_Array,correct_3.java,Type_7_Agnostic_Simple,Simple Agnostic Evaluation Rubric,7,10,7.0,5/5,10.0,2
P05,First_1_in_a_Sorted_Binary_Array,TLE.java,Type_1_Original,Solution 3,3,5,6.0,3/5,6.0,5
P05,First_1_in_a_Sorted_Binary_Array,TLE.java,Type_2_Agnostic,Binary Search,3,10,3.0,3/5,6.0,5
P05,First_1_in_a_Sorted_Binary_Array,TLE.java,Type_3_Degraded_10,Solution 3,2,4,5.0,3/5,6.0,4
P05,First_1_in_a_Sorted_Binary_Array,TLE.java,Type_4_Degraded_30,Solution 3,2,3,6.67,3/5,6.0,3
P05,First_1_in_a_Sorted_Binary_Array,TLE.java,Type_5_Error_10,Solution 3,3,5,6.0,3/5,6.0,5
P05,First_1_in_a_Sorted_Binary_Array,TLE.java,Type_6_Error_30,Solution 1,1,7,1.43,3/5,6.0,5
P05,First_1_in_a_Sorted_Binary_Array,TLE.java,Type_7_Agnostic_Simple,Solution 1,3,10,3.0,3/5,6.0,2
P05,First_1_in_a_Sorted_Binary_Array,wrong.java,Type_1_Original,Solution 3,4,5,8.0,3/5,6.0,5
P05,First_1_in_a_Sorted_Binary_Array,wrong.java,Type_2_Agnostic,Solution 1,8,10,8.0,3/5,6.0,5
P05,First_1_in_a_Sorted_Binary_Array,wrong.java,Type_3_Degraded_10,Solution 3,4,4,10.0,3/5,6.0,4
P05,First_1_in_a_Sorted_Binary_Array,wrong.java,Type_4_Degraded_30,Solution 3,2,3,6.67,3/5,6.0,3
P05,First_1_in_a_Sorted_Binary_Array,wrong.java,Type_5_Error_10,Solution 3,4,5,8.0,3/5,6.0,5
P05,First_1_in_a_Sorted_Binary_Array,wrong.java,Type_6_Error_30,Solution 1,3,7,4.29,3/5,6.0,5
P05,First_1_in_a_Sorted_Binary_Array,wrong.java,Type_7_Agnostic_Simple,Solution 1,8,10,8.0,3/5,6.0,2
P06,First_and_Last_Occurrences,compilation_error.java,Type_1_Original,Solution 1,1,5,2.0,1/5,2.0,5
P06,First_and_Last_Occurrences,compilation_error.java,Type_2_Agnostic,Solution 1,3,10,3.0,1/5,2.0,5
P06,First_and_Last_Occurrences,compilation_error.java,Type_3_Degraded_10,Solution 1,1,4,2.5,1/5,2.0,4
P06,First_and_Last_Occurrences,compilation_error.java,Type_4_Degraded_30,Solution 1,1,3,3.33,1/5,2.0,3
P06,First_and_Last_Occurrences,compilation_error.java,Type_5_Error_10,Solution 1,1,5,2.0,1/5,2.0,5
P06,First_and_Last_Occurrences,compilation_error.java,Type_6_Error_30,Solution 1,0,5,0.0,1/5,2.0,5
P06,First_and_Last_Occurrences,compilation_error.java,Type_7_Agnostic_Simple,Solution 1,2,10,2.0,1/5,2.0,2
P06,First_and_Last_Occurrences,correct_1.java,Type_1_Original,Solution 1,5,5,10.0,5/5,10.0,5
P06,First_and_Last_Occurrences,correct_1.java,Type_2_Agnostic,Linear Search Approach,6,10,6.0,5/5,10.0,5
P06,First_and_Last_Occurrences,correct_1.java,Type_3_Degraded_10,Solution 1,4,4,10.0,5/5,10.0,4
P06,First_and_Last_Occurrences,correct_1.java,Type_4_Degraded_30,Solution 1,3,3,10.0,5/5,10.0,3
P06,First_and_Last_Occurrences,correct_1.java,Type_5_Error_10,Solution 1,5,5,10.0,5/5,10.0,5
P06,First_and_Last_Occurrences,correct_1.java,Type_6_Error_30,Solution 1,5,5,10.0,5/5,10.0,5
P06,First_and_Last_Occurrences,correct_1.java,Type_7_Agnostic_Simple,Solution 1,6,10,6.0,5/5,10.0,2
P06,First_and_Last_Occurrences,correct_2.java,Type_1_Original,Solution 1,5,5,10.0,5/5,10.0,5
P06,First_and_Last_Occurrences,correct_2.java,Type_2_Agnostic,Linear Search,7,10,7.0,5/5,10.0,5
P06,First_and_Last_Occurrences,correct_2.java,Type_3_Degraded_10,Solution 1,4,4,10.0,5/5,10.0,4
P06,First_and_Last_Occurrences,correct_2.java,Type_4_Degraded_30,Solution 1,3,3,10.0,5/5,10.0,3
P06,First_and_Last_Occurrences,correct_2.java,Type_5_Error_10,Solution 1,5,5,10.0,5/5,10.0,5
P06,First_and_Last_Occurrences,correct_2.java,Type_6_Error_30,Solution 1,4,5,8.0,5/5,10.0,5
P06,First_and_Last_Occurrences,correct_2.java,Type_7_Agnostic_Simple,Simple Agnostic Evaluation Rubric,8,10,8.0,5/5,10.0,2
P06,First_and_Last_Occurrences,correct_3.java,Type_1_Original,Solution 2,7,9,7.78,9/9,10.0,7
P06,First_and_Last_Occurrences,correct_3.java,Type_2_Agnostic,Solution 2 (Binary Search),5,10,5.0,9/9,10.0,5
P06,First_and_Last_Occurrences,correct_3.java,Type_3_Degraded_10,Solution 2,6,8,7.5,9/9,10.0,6
P06,First_and_Last_Occurrences,correct_3.java,Type_4_Degraded_30,Solution 2,5,6,8.33,9/9,10.0,5
P06,First_and_Last_Occurrences,correct_3.java,Type_5_Error_10,Solution 2,7,9,7.78,9/9,10.0,7
P06,First_and_Last_Occurrences,correct_3.java,Type_6_Error_30,Solution 2,5,9,5.56,9/9,10.0,7
P06,First_and_Last_Occurrences,correct_3.java,Type_7_Agnostic_Simple,Solution 1,6,10,6.0,9/9,10.0,2
P06,First_and_Last_Occurrences,TLE.java,Type_1_Original,Solution 2,4,9,4.44,9/9,10.0,7
P06,First_and_Last_Occurrences,TLE.java,Type_2_Agnostic,Solution 1,6,10,6.0,9/9,10.0,5
P06,First_and_Last_Occurrences,TLE.java,Type_3_Degraded_10,Solution 2,4,8,5.0,9/9,10.0,6
P06,First_and_Last_Occurrences,TLE.java,Type_4_Degraded_30,Solution 2,3,6,5.0,9/9,10.0,5
P06,First_and_Last_Occurrences,TLE.java,Type_5_Error_10,Solution 2,4,9,4.44,9/9,10.0,7
P06,First_and_Last_Occurrences,TLE.java,Type_6_Error_30,Solution 2,1,9,1.11,9/9,10.0,7
P06,First_and_Last_Occurrences,TLE.java,Type_7_Agnostic_Simple,Solution 1,5,10,5.0,9/9,10.0,2
P06,First_and_Last_Occurrences,wrong.java,Type_1_Original,Solution 2,6,9,6.67,9/9,10.0,7
P06,First_and_Last_Occurrences,wrong.java,Type_2_Agnostic,Solution 1,6,10,6.0,9/9,10.0,5
P06,First_and_Last_Occurrences,wrong.java,Type_3_Degraded_10,Solution 2,7,8,8.75,9/9,10.0,6
P06,First_and_Last_Occurrences,wrong.java,Type_4_Degraded_30,Solution 2,4,6,6.67,9/9,10.0,5
P06,First_and_Last_Occurrences,wrong.java,Type_5_Error_10,Solution 2,6,9,6.67,9/9,10.0,7
P06,First_and_Last_Occurrences,wrong.java,Type_6_Error_30,Solution 2,4,9,4.44,9/9,10.0,7
P06,First_and_Last_Occurrences,wrong.java,Type_7_Agnostic_Simple,Solution 1,5,10,5.0,9/9,10.0,2
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,compilation_error.java,Type_1_Original,Solution 1,1,4,2.5,3/4,7.5,4
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,compilation_error.java,Type_2_Agnostic,Solution 1,4,10,4.0,3/4,7.5,5
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,compilation_error.java,Type_3_Degraded_10,Solution 1,0,3,0.0,3/4,7.5,3
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,compilation_error.java,Type_4_Degraded_30,Solution 1,0,2,0.0,3/4,7.5,2
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,compilation_error.java,Type_5_Error_10,Solution 1,1,4,2.5,3/4,7.5,4
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,compilation_error.java,Type_6_Error_30,Solution 1,1,4,2.5,3/4,7.5,4
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,compilation_error.java,Type_7_Agnostic_Simple,Solution 1,3,10,3.0,3/4,7.5,2
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,correct_1.java,Type_1_Original,Solution 1,3,4,7.5,3/5,6.0,4
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,correct_1.java,Type_2_Agnostic,Solution 1,9,10,9.0,3/5,6.0,5
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,correct_1.java,Type_3_Degraded_10,Solution 1,3,3,10.0,3/5,6.0,3
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,correct_1.java,Type_4_Degraded_30,Solution 2,2,3,6.67,3/5,6.0,3
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,correct_1.java,Type_5_Error_10,Solution 2,4,5,8.0,3/5,6.0,5
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,correct_1.java,Type_6_Error_30,Solution 2,3,5,6.0,3/5,6.0,5
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,correct_1.java,Type_7_Agnostic_Simple,Simple Agnostic Evaluation Rubric,9,10,9.0,3/5,6.0,2
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,correct_2.java,Type_1_Original,Solution 1,3,4,7.5,3/5,6.0,4
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,correct_2.java,Type_2_Agnostic,Solution 1,8,10,8.0,3/5,6.0,5
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,correct_2.java,Type_3_Degraded_10,Solution 1,3,3,10.0,3/5,6.0,3
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,correct_2.java,Type_4_Degraded_30,Solution 2,2,3,6.67,3/5,6.0,3
